layer,arm_a,arm_b,n,d_acts,d_acts_p,d_floor,d_floor_p,gain,gain_lo,gain_hi,gain_p,clears,in_window
18,enact,neutral_b,24,0.6098,0.0,0.1996,0.0146,0.4102,-0.2724,0.2791,0.0024,1,0
19,enact,report,24,-0.6516,0.0,0.054,0.0014,-0.7055,-0.3227,0.3135,0.0,1,0
19,enact,exit,24,-0.502,0.0,-0.2317,0.0,-0.2703,-0.1796,0.1857,0.0016,1,0
19,enact,true,24,-0.1375,0.1188,-0.1504,0.014,0.0129,-0.1878,0.1805,0.9002,0,0
19,enact,neutral,24,0.7174,0.0,0.2406,0.0094,0.4769,-0.2878,0.2876,0.0002,1,0
19,report,exit,24,0.1496,0.0226,-0.2856,0.0,0.4352,-0.2099,0.2068,0.0,1,0
19,report,neutral,24,1.369,0.0,0.1866,0.0348,1.1824,-0.5217,0.5213,0.0,1,0
19,exit,neutral,24,1.2194,0.0,0.4722,0.0002,0.7471,-0.3774,0.3946,0.0,1,0
19,true,neutral,24,0.855,0.0,0.391,0.0,0.464,-0.295,0.2976,0.0008,1,0
19,enact,enact_norecord,24,0.7411,0.0,-0.4973,0.0008,1.2385,-0.5967,0.6203,0.0,1,0
19,enact_norecord,neutral,24,-0.0237,0.856,0.7379,0.0002,-0.7616,-0.4797,0.4596,0.001,1,0
19,neutral,neutral_b,24,-0.0867,0.287,-0.041,0.5634,-0.0457,-0.1494,0.1506,0.5526,0,0
19,enact,neutral_b,24,0.6307,0.0,0.1996,0.0156,0.4311,-0.263,0.265,0.0008,1,0
20,enact,report,24,-0.4519,0.0,0.054,0.0,-0.5058,-0.251,0.2478,0.0,1,0
20,enact,exit,24,-0.4432,0.0,-0.2317,0.0,-0.2116,-0.1788,0.1848,0.0206,1,0
20,enact,true,24,-0.0301,0.7646,-0.1504,0.0152,0.1203,-0.2346,0.2399,0.325,0,0
20,enact,neutral,24,0.825,0.0,0.2406,0.0104,0.5845,-0.3065,0.3098,0.0,1,0
20,report,exit,24,0.0086,0.9056,-0.2856,0.0,0.2943,-0.1773,0.1758,0.0,1,0
20,report,neutral,24,1.2769,0.0,0.1866,0.0282,1.0903,-0.4918,0.4913,0.0,1,0
20,exit,neutral,24,1.2683,0.0,0.4722,0.0,0.7961,-0.3948,0.3906,0.0,1,0
20,true,neutral,24,0.8552,0.0,0.391,0.0,0.4642,-0.2784,0.274,0.0006,1,0
20,enact,enact_norecord,24,1.3176,0.0,-0.4973,0.0008,1.8149,-0.7939,0.8114,0.0,1,0
20,enact_norecord,neutral,24,-0.4925,0.0,0.7379,0.0,-1.2304,-0.6168,0.6155,0.0,1,0
20,neutral,neutral_b,24,-0.0328,0.6018,-0.041,0.5632,0.0082,-0.1531,0.1569,0.9238,0,0
20,enact,neutral_b,24,0.7922,0.0,0.1996,0.0132,0.5927,-0.323,0.3151,0.0,1,0
21,enact,report,24,-0.1589,0.0628,0.054,0.0002,-0.2129,-0.1733,0.1794,0.0146,1,0
21,enact,exit,24,-0.5825,0.0,-0.2317,0.0,-0.3508,-0.1851,0.1863,0.0002,1,0
21,enact,true,24,0.189,0.0622,-0.1504,0.0114,0.3394,-0.2654,0.2693,0.0108,1,0
21,enact,neutral,24,1.3178,0.0,0.2406,0.011,1.0773,-0.5098,0.4898,0.0,1,0
21,report,exit,24,-0.4235,0.0,-0.2856,0.0,-0.1379,-0.1471,0.1534,0.075,0,0
21,report,neutral,24,1.4767,0.0,0.1866,0.0332,1.2901,-0.5687,0.561,0.0,1,0
21,exit,neutral,24,1.9003,0.0,0.4722,0.0,1.428,-0.6108,0.6072,0.0,1,0
21,true,neutral,24,1.1288,0.0,0.391,0.0,0.7378,-0.3855,0.3944,0.0,1,0
21,enact,enact_norecord,24,1.6,0.0,-0.4973,0.0004,2.0973,-0.8966,0.9047,0.0,1,0
21,enact_norecord,neutral,24,-0.2821,0.016,0.7379,0.0002,-1.02,-0.5373,0.5529,0.0,1,0
21,neutral,neutral_b,24,0.0094,0.8986,-0.041,0.5652,0.0504,-0.1997,0.1975,0.6178,0,0
21,enact,neutral_b,24,1.3273,0.0,0.1996,0.0168,1.1277,-0.5122,0.5042,0.0,1,0
22,enact,report,24,-0.2423,0.0078,0.054,0.0004,-0.2962,-0.1965,0.1999,0.002,1,0
22,enact,exit,24,-0.0036,0.9644,-0.2317,0.0,0.2281,-0.1875,0.1815,0.014,1,0
22,enact,true,24,0.4355,0.0,-0.1504,0.0156,0.5859,-0.3081,0.3129,0.0,1,0
22,enact,neutral,24,0.7933,0.0,0.2406,0.011,0.5527,-0.3129,0.3031,0.0,1,0
22,report,exit,24,0.2387,0.0206,-0.2856,0.0,0.5243,-0.2818,0.2782,0.0,1,0
22,report,neutral,24,1.0356,0.0,0.1866,0.0328,0.849,-0.39,0.4013,0.0,1,0
22,exit,neutral,24,0.7969,0.0002,0.4722,0.0002,0.3246,-0.2278,0.2273,0.004,1,0
22,true,neutral,24,0.3578,0.0106,0.391,0.0,-0.0332,-0.2347,0.2391,0.794,0,0
22,enact,enact_norecord,24,0.7104,0.0,-0.4973,0.0004,1.2077,-0.5552,0.5706,0.0,1,0
22,enact_norecord,neutral,24,0.0829,0.511,0.7379,0.0004,-0.655,-0.4212,0.4065,0.001,1,0
22,neutral,neutral_b,24,0.0527,0.5846,-0.041,0.557,0.0937,-0.1809,0.1834,0.3316,0,0
22,enact,neutral_b,24,0.846,0.0,0.1996,0.0162,0.6464,-0.3631,0.3482,0.0002,1,0
23,enact,report,24,-0.1865,0.0722,0.054,0.0006,-0.2404,-0.2121,0.2022,0.022,1,0
23,enact,exit,24,-0.2979,0.0,-0.2317,0.0,-0.0663,-0.1152,0.1218,0.2896,0,0
23,enact,true,24,0.6958,0.0,-0.1504,0.017,0.8462,-0.3997,0.3964,0.0,1,0
23,enact,neutral,24,1.5536,0.0,0.2406,0.006,1.3131,-0.586,0.5889,0.0,1,0
23,report,exit,24,-0.1115,0.2336,-0.2856,0.0,0.1742,-0.1881,0.18,0.0684,0,0
23,report,neutral,24,1.7401,0.0,0.1866,0.033,1.5535,-0.6794,0.6765,0.0,1,0
23,exit,neutral,24,1.8516,0.0,0.4722,0.0,1.3793,-0.6123,0.5962,0.0,1,0
23,true,neutral,24,0.8579,0.0,0.391,0.0002,0.4669,-0.3033,0.2943,0.0008,1,0
23,enact,enact_norecord,24,0.7611,0.0,-0.4973,0.0008,1.2584,-0.5927,0.5816,0.0,1,0
23,enact_norecord,neutral,24,0.7925,0.0,0.7379,0.0004,0.0547,-0.3349,0.3276,0.754,0,0
23,neutral,neutral_b,24,0.1414,0.0744,-0.041,0.5734,0.1824,-0.1693,0.1724,0.0364,1,0
23,enact,neutral_b,24,1.6951,0.0,0.1996,0.017,1.4955,-0.667,0.6414,0.0,1,0
24,enact,report,24,-0.312,0.003,0.054,0.0004,-0.3659,-0.2269,0.2259,0.0014,1,0
24,enact,exit,24,-0.1506,0.0294,-0.2317,0.0,0.0811,-0.1362,0.1371,0.262,0,0
24,enact,true,24,0.2521,0.0136,-0.1504,0.0156,0.4026,-0.2768,0.265,0.0034,1,0
24,enact,neutral,24,0.9958,0.0,0.2406,0.0124,0.7552,-0.3994,0.3919,0.0,1,0
24,report,exit,24,0.1614,0.0978,-0.2856,0.0,0.4471,-0.2514,0.2469,0.0,1,0
24,report,neutral,24,1.3077,0.0,0.1866,0.0314,1.1211,-0.5453,0.5674,0.0,1,0
24,exit,neutral,24,1.1463,0.0,0.4722,0.0002,0.6741,-0.385,0.3825,0.0002,1,0
24,true,neutral,24,0.7436,0.0,0.391,0.0002,0.3526,-0.2473,0.2596,0.005,1,0
24,enact,enact_norecord,24,1.3465,0.0,-0.4973,0.0006,1.8438,-0.8128,0.8056,0.0,1,0
24,enact_norecord,neutral,24,-0.3507,0.0092,0.7379,0.0004,-1.0886,-0.5639,0.5659,0.0002,1,0
24,neutral,neutral_b,24,0.2386,0.0042,-0.041,0.555,0.2795,-0.213,0.2212,0.0076,1,0
24,enact,neutral_b,24,1.2343,0.0,0.1996,0.0136,1.0348,-0.5199,0.5115,0.0,1,0
25,enact,report,24,-0.3156,0.0,0.054,0.0002,-0.3696,-0.1997,0.2128,0.0,1,0
25,enact,exit,24,-0.0728,0.222,-0.2317,0.0,0.1589,-0.1405,0.1396,0.022,1,0
25,enact,true,24,0.1527,0.143,-0.1504,0.0148,0.3032,-0.2511,0.2453,0.0124,1,0
25,enact,neutral,24,1.1491,0.0,0.2406,0.0086,0.9086,-0.4601,0.4551,0.0,1,0
25,report,exit,24,0.2428,0.0166,-0.2856,0.0,0.5285,-0.2835,0.2784,0.0,1,0
25,report,neutral,24,1.4647,0.0,0.1866,0.0318,1.2782,-0.5942,0.6013,0.0,1,0
25,exit,neutral,24,1.2219,0.0,0.4722,0.0,0.7497,-0.4238,0.4175,0.0,1,0
25,true,neutral,24,0.9964,0.0,0.391,0.0,0.6054,-0.3173,0.3382,0.0,1,0
25,enact,enact_norecord,24,1.1855,0.0,-0.4973,0.0004,1.6829,-0.7412,0.7454,0.0,1,0
25,enact_norecord,neutral,24,-0.0364,0.7766,0.7379,0.0002,-0.7743,-0.5101,0.5024,0.0022,1,0
25,neutral,neutral_b,24,0.0687,0.3648,-0.041,0.5676,0.1097,-0.1898,0.1838,0.2846,0,0
25,enact,neutral_b,24,1.2178,0.0,0.1996,0.0142,1.0182,-0.4919,0.4924,0.0,1,0
26,enact,report,24,-0.0254,0.8318,0.054,0.0006,-0.0794,-0.2313,0.2287,0.5008,0,0
26,enact,exit,24,-0.3538,0.0,-0.2317,0.0,-0.1221,-0.1316,0.128,0.0664,0,0
26,enact,true,24,0.417,0.0028,-0.1504,0.012,0.5674,-0.3179,0.324,0.0002,1,0
26,enact,neutral,24,1.5039,0.0,0.2406,0.0086,1.2633,-0.5556,0.5455,0.0,1,0
26,report,exit,24,-0.3283,0.0118,-0.2856,0.0,-0.0427,-0.2306,0.2343,0.727,0,0
26,report,neutral,24,1.5293,0.0,0.1866,0.0352,1.3428,-0.6083,0.6172,0.0,1,0
26,exit,neutral,24,1.8577,0.0,0.4722,0.0002,1.3855,-0.597,0.5832,0.0,1,0
26,true,neutral,24,1.0869,0.0,0.391,0.0,0.6959,-0.3545,0.3501,0.0,1,0
26,enact,enact_norecord,24,1.3221,0.0,-0.4973,0.0004,1.8194,-0.8067,0.7847,0.0,1,0
26,enact_norecord,neutral,24,0.1818,0.1222,0.7379,0.0002,-0.5561,-0.4018,0.3989,0.0038,1,0
26,neutral,neutral_b,24,0.0769,0.3458,-0.041,0.5686,0.1179,-0.2054,0.202,0.2736,0,0
26,enact,neutral_b,24,1.5808,0.0,0.1996,0.0176,1.3812,-0.6139,0.6303,0.0,1,0
27,enact,report,24,0.2,0.1088,0.054,0.0006,0.146,-0.2414,0.2327,0.2426,0,0
27,enact,exit,24,-0.3273,0.0,-0.2317,0.0,-0.0956,-0.13,0.1245,0.1484,0,0
27,enact,true,24,0.4581,0.003,-0.1504,0.0162,0.6085,-0.3482,0.3643,0.0004,1,0
27,enact,neutral,24,1.8505,0.0,0.2406,0.01,1.61,-0.6869,0.6788,0.0,1,0
27,report,exit,24,-0.5272,0.0006,-0.2856,0.0,-0.2416,-0.2644,0.2574,0.0686,0,0
27,report,neutral,24,1.6506,0.0,0.1866,0.0388,1.464,-0.6653,0.6698,0.0,1,0
27,exit,neutral,24,2.1778,0.0,0.4722,0.0,1.7056,-0.7309,0.7207,0.0,1,0
27,true,neutral,24,1.3924,0.0,0.391,0.0,1.0014,-0.4694,0.4705,0.0,1,0
27,enact,enact_norecord,24,1.2593,0.0,-0.4973,0.0004,1.7566,-0.7949,0.8154,0.0,1,0
27,enact_norecord,neutral,24,0.5912,0.0002,0.7379,0.0002,-0.1466,-0.3322,0.3462,0.409,0,0
27,neutral,neutral_b,24,0.0191,0.8288,-0.041,0.5558,0.0601,-0.2122,0.2174,0.5744,0,0
27,enact,neutral_b,24,1.8697,0.0,0.1996,0.0204,1.6701,-0.7186,0.721,0.0,1,0
28,enact,report,24,0.2274,0.057,0.054,0.0006,0.1734,-0.2273,0.2211,0.1394,0,0
28,enact,exit,24,-0.3715,0.0,-0.2317,0.0,-0.1398,-0.1463,0.1515,0.0654,0,0
28,enact,true,24,0.2538,0.0274,-0.1504,0.0136,0.4043,-0.2762,0.2772,0.0022,1,0
28,enact,neutral,24,1.452,0.0,0.2406,0.009,1.2115,-0.5334,0.5434,0.0,1,0
28,report,exit,24,-0.5989,0.0,-0.2856,0.0,-0.3132,-0.2578,0.2482,0.0134,1,0
28,report,neutral,24,1.2247,0.0,0.1866,0.036,1.0381,-0.4797,0.4958,0.0,1,0
28,exit,neutral,24,1.8236,0.0,0.4722,0.0,1.3513,-0.5813,0.5692,0.0,1,0
28,true,neutral,24,1.1982,0.0,0.391,0.0,0.8072,-0.4016,0.4133,0.0,1,0
28,enact,enact_norecord,24,0.6901,0.0,-0.4973,0.0008,1.1875,-0.5927,0.5664,0.0,1,0
28,enact_norecord,neutral,24,0.7619,0.0,0.7379,0.0002,0.024,-0.3226,0.3171,0.8862,0,0
28,neutral,neutral_b,24,0.0339,0.6566,-0.041,0.5634,0.0749,-0.1921,0.1947,0.4548,0,0
28,enact,neutral_b,24,1.486,0.0,0.1996,0.0172,1.2864,-0.567,0.5756,0.0,1,0
29,enact,report,24,0.3367,0.0296,0.054,0.0004,0.2828,-0.297,0.2904,0.0598,0,0
29,enact,exit,24,-0.3722,0.0,-0.2317,0.0,-0.1405,-0.1767,0.1782,0.1328,0,0
29,enact,true,24,0.6655,0.0002,-0.1504,0.0114,0.8159,-0.4345,0.4541,0.0,1,0
29,enact,neutral,24,2.1404,0.0,0.2406,0.0084,1.8999,-0.8295,0.8405,0.0,1,0
29,report,exit,24,-0.7089,0.0,-0.2856,0.0,-0.4233,-0.3408,0.3279,0.0084,1,0
29,report,neutral,24,1.8037,0.0,0.1866,0.0324,1.6171,-0.7397,0.7071,0.0,1,0
29,exit,neutral,24,2.5126,0.0,0.4722,0.0,2.0404,-0.8636,0.8333,0.0,1,0
29,true,neutral,24,1.475,0.0,0.391,0.0,1.084,-0.4925,0.4846,0.0,1,0
29,enact,enact_norecord,24,1.4896,0.0,-0.4973,0.0,1.987,-0.8765,0.8844,0.0,1,0
29,enact_norecord,neutral,24,0.6508,0.0002,0.7379,0.0004,-0.0871,-0.3496,0.3595,0.6378,0,0
29,neutral,neutral_b,24,-0.0581,0.5118,-0.041,0.5648,-0.0171,-0.2025,0.2029,0.874,0,0
29,enact,neutral_b,24,2.0824,0.0,0.1996,0.0158,1.8828,-0.8018,0.8117,0.0,1,0
30,enact,report,24,0.0425,0.7584,0.054,0.0004,-0.0115,-0.2681,0.2771,0.938,0,0
30,enact,exit,24,-0.6358,0.0,-0.2317,0.0,-0.4041,-0.2278,0.2344,0.0,1,0
30,enact,true,24,0.322,0.0564,-0.1504,0.0168,0.4725,-0.3645,0.3657,0.0092,1,0
30,enact,neutral,24,1.725,0.0,0.2406,0.0074,1.4844,-0.6803,0.6823,0.0,1,0
30,report,exit,24,-0.6783,0.0002,-0.2856,0.0,-0.3926,-0.3176,0.3138,0.01,1,0
30,report,neutral,24,1.6825,0.0,0.1866,0.028,1.4959,-0.6971,0.6926,0.0,1,0
30,exit,neutral,24,2.3608,0.0,0.4722,0.0,1.8885,-0.7882,0.7739,0.0,1,0
30,true,neutral,24,1.4029,0.0,0.391,0.0,1.012,-0.4974,0.5095,0.0,1,0
30,enact,enact_norecord,24,1.6014,0.0,-0.4973,0.0,2.0988,-0.8836,0.8974,0.0,1,0
30,enact_norecord,neutral,24,0.1235,0.4304,0.7379,0.0,-0.6144,-0.4232,0.414,0.0016,1,0
30,neutral,neutral_b,24,0.0357,0.6578,-0.041,0.5616,0.0767,-0.1803,0.1788,0.4284,0,0
30,enact,neutral_b,24,1.7607,0.0,0.1996,0.0118,1.5611,-0.7219,0.7422,0.0,1,0
31,enact,report,24,0.1032,0.5354,0.054,0.0006,0.0492,-0.3044,0.3073,0.7672,0,0
31,enact,exit,24,-0.4662,0.0,-0.2317,0.0,-0.2345,-0.1786,0.1767,0.0064,1,0
31,enact,true,24,0.3281,0.0812,-0.1504,0.0168,0.4786,-0.397,0.4029,0.0186,1,0
31,enact,neutral,24,2.0999,0.0,0.2406,0.009,1.8593,-0.8271,0.8162,0.0,1,0
31,report,exit,24,-0.5693,0.0024,-0.2856,0.0,-0.2837,-0.3354,0.3401,0.1004,0,0
31,report,neutral,24,1.9967,0.0,0.1866,0.0384,1.8101,-0.8344,0.8092,0.0,1,0
31,exit,neutral,24,2.566,0.0,0.4722,0.0002,2.0938,-0.8693,0.8684,0.0,1,0
31,true,neutral,24,1.7717,0.0,0.391,0.0,1.3807,-0.6214,0.6424,0.0,1,0
31,enact,enact_norecord,24,1.9012,0.0,-0.4973,0.0006,2.3985,-1.0161,1.0076,0.0,1,0
31,enact_norecord,neutral,24,0.1987,0.1916,0.7379,0.0,-0.5392,-0.3748,0.3755,0.0032,1,0
31,neutral,neutral_b,24,0.159,0.1358,-0.041,0.5602,0.2,-0.2183,0.2211,0.0754,0,0
31,enact,neutral_b,24,2.2589,0.0,0.1996,0.014,2.0594,-0.8822,0.886,0.0,1,0
32,enact,report,24,0.0817,0.5862,0.054,0.0004,0.0278,-0.2654,0.2722,0.8446,0,0
32,enact,exit,24,-0.3144,0.0,-0.2317,0.0,-0.0827,-0.1456,0.1447,0.3006,0,0
32,enact,true,24,0.5276,0.0104,-0.1504,0.019,0.6781,-0.4628,0.4684,0.0034,1,0
32,enact,neutral,24,2.0418,0.0,0.2406,0.0098,1.8013,-0.7735,0.7626,0.0,1,0
32,report,exit,24,-0.3961,0.0132,-0.2856,0.0,-0.1105,-0.284,0.2785,0.4718,0,0
32,report,neutral,24,1.9601,0.0,0.1866,0.0348,1.7735,-0.7821,0.7596,0.0,1,0
32,exit,neutral,24,2.3562,0.0,0.4722,0.0,1.884,-0.8018,0.786,0.0,1,0
32,true,neutral,24,1.5142,0.0,0.391,0.0,1.1232,-0.5251,0.5497,0.0,1,0
32,enact,enact_norecord,24,1.5202,0.0,-0.4973,0.0014,2.0176,-0.892,0.8774,0.0,1,0
32,enact_norecord,neutral,24,0.5216,0.0024,0.7379,0.0,-0.2163,-0.3034,0.2979,0.175,0,0
32,neutral,neutral_b,24,0.1537,0.0974,-0.041,0.5626,0.1947,-0.2097,0.205,0.0662,0,0
32,enact,neutral_b,24,2.1955,0.0,0.1996,0.0122,1.996,-0.8813,0.8505,0.0,1,0
33,enact,report,24,0.131,0.3666,0.054,0.0006,0.077,-0.2638,0.2667,0.5962,0,0
33,enact,exit,24,-0.4279,0.0,-0.2317,0.0,-0.1962,-0.1816,0.1753,0.028,1,0
33,enact,true,24,0.6839,0.0032,-0.1504,0.0174,0.8343,-0.5102,0.5362,0.0018,1,0
33,enact,neutral,24,1.9179,0.0,0.2406,0.0082,1.6773,-0.7454,0.733,0.0,1,0
33,report,exit,24,-0.5589,0.0006,-0.2856,0.0,-0.2733,-0.3069,0.3063,0.085,0,0
33,report,neutral,24,1.7869,0.0,0.1866,0.0348,1.6003,-0.7019,0.7153,0.0,1,0
33,exit,neutral,24,2.3458,0.0,0.4722,0.0002,1.8735,-0.7873,0.8197,0.0,1,0
33,true,neutral,24,1.234,0.0,0.391,0.0,0.843,-0.4823,0.491,0.0002,1,0
33,enact,enact_norecord,24,1.5892,0.0,-0.4973,0.0006,2.0865,-0.9352,0.9249,0.0,1,0
33,enact_norecord,neutral,24,0.3287,0.0562,0.7379,0.0,-0.4092,-0.3627,0.3582,0.0262,1,0
33,neutral,neutral_b,24,0.2559,0.0176,-0.041,0.5808,0.2969,-0.2217,0.2208,0.0056,1,0
33,enact,neutral_b,24,2.1738,0.0,0.1996,0.016,1.9742,-0.8426,0.8636,0.0,1,0
34,enact,report,24,0.0823,0.5246,0.054,0.0002,0.0284,-0.2376,0.235,0.8296,0,0
34,enact,exit,24,-0.357,0.0,-0.2317,0.0,-0.1253,-0.176,0.1822,0.192,0,0
34,enact,true,24,0.6506,0.0026,-0.1504,0.0158,0.801,-0.5058,0.5076,0.001,1,0
34,enact,neutral,24,1.7714,0.0,0.2406,0.0096,1.5309,-0.6932,0.6829,0.0,1,0
34,report,exit,24,-0.4393,0.0036,-0.2856,0.0,-0.1536,-0.2798,0.2791,0.3016,0,0
34,report,neutral,24,1.6891,0.0,0.1866,0.0312,1.5025,-0.6878,0.6696,0.0,1,0
34,exit,neutral,24,2.1284,0.0,0.4722,0.0,1.6562,-0.6761,0.671,0.0,1,0
34,true,neutral,24,1.1209,0.0,0.391,0.0,0.7299,-0.4248,0.4188,0.0,1,0
34,enact,enact_norecord,24,1.3101,0.0,-0.4973,0.0006,1.8074,-0.8133,0.8043,0.0,1,0
34,enact_norecord,neutral,24,0.4613,0.0036,0.7379,0.0008,-0.2765,-0.3321,0.3276,0.1064,0,0
34,neutral,neutral_b,24,0.1076,0.1998,-0.041,0.5702,0.1486,-0.1723,0.1829,0.1048,0,0
34,enact,neutral_b,24,1.879,0.0,0.1996,0.0116,1.6794,-0.7269,0.7376,0.0,1,0
35,enact,report,24,-0.0328,0.7838,0.054,0.0004,-0.0868,-0.2316,0.2308,0.4634,0,0
35,enact,exit,24,-0.383,0.0,-0.2317,0.0,-0.1513,-0.1658,0.1674,0.0826,0,0
35,enact,true,24,0.5167,0.0102,-0.1504,0.0174,0.6671,-0.4423,0.4456,0.002,1,0
35,enact,neutral,24,1.6799,0.0,0.2406,0.0086,1.4393,-0.6489,0.6441,0.0,1,0
35,report,exit,24,-0.3502,0.0068,-0.2856,0.0,-0.0645,-0.2316,0.2227,0.599,0,0
35,report,neutral,24,1.7127,0.0,0.1866,0.0312,1.5261,-0.673,0.6706,0.0,1,0
35,exit,neutral,24,2.0629,0.0,0.4722,0.0,1.5907,-0.6752,0.6512,0.0,1,0
35,true,neutral,24,1.1632,0.0,0.391,0.0,0.7722,-0.4224,0.4424,0.0,1,0
35,enact,enact_norecord,24,1.4859,0.0,-0.4973,0.0004,1.9833,-0.8875,0.8889,0.0,1,0
35,enact_norecord,neutral,24,0.194,0.1462,0.7379,0.0004,-0.5439,-0.374,0.3875,0.004,1,0
35,neutral,neutral_b,24,0.0739,0.3784,-0.041,0.5764,0.1149,-0.2021,0.1958,0.2764,0,0
35,enact,neutral_b,24,1.7538,0.0,0.1996,0.0176,1.5542,-0.7046,0.6631,0.0,1,0
36,enact,report,24,-0.0623,0.5964,0.054,0.0008,-0.1163,-0.2262,0.2228,0.3276,0,0
36,enact,exit,24,-0.3048,0.0,-0.2317,0.0,-0.0732,-0.1545,0.1621,0.3826,0,0
36,enact,true,24,0.5439,0.0032,-0.1504,0.0116,0.6943,-0.4306,0.429,0.0008,1,0
36,enact,neutral,24,1.5519,0.0,0.2406,0.0096,1.3113,-0.5926,0.5944,0.0,1,0
36,report,exit,24,-0.2425,0.0514,-0.2856,0.0,0.0431,-0.2241,0.2225,0.7104,0,0
36,report,neutral,24,1.6142,0.0,0.1866,0.0304,1.4276,-0.6267,0.608,0.0,1,0
36,exit,neutral,24,1.8567,0.0,0.4722,0.0,1.3845,-0.5844,0.5812,0.0,1,0
36,true,neutral,24,1.008,0.0,0.391,0.0,0.617,-0.401,0.4064,0.002,1,0
36,enact,enact_norecord,24,1.1828,0.0,-0.4973,0.0012,1.6801,-0.7778,0.7646,0.0,1,0
36,enact_norecord,neutral,24,0.3691,0.0116,0.7379,0.0002,-0.3688,-0.3624,0.3542,0.0438,1,0
36,neutral,neutral_b,24,0.0928,0.239,-0.041,0.5744,0.1338,-0.1977,0.1993,0.213,0,0
36,enact,neutral_b,24,1.6447,0.0,0.1996,0.0146,1.4451,-0.6734,0.6828,0.0,1,0
37,enact,report,24,-0.0032,0.9752,0.054,0.0012,-0.0572,-0.2034,0.202,0.5864,0,0
37,enact,exit,24,-0.2441,0.0002,-0.2317,0.0,-0.0124,-0.1606,0.1651,0.8968,0,0
37,enact,true,24,0.4302,0.013,-0.1504,0.014,0.5806,-0.4103,0.4092,0.005,1,0
37,enact,neutral,24,1.806,0.0,0.2406,0.0106,1.5655,-0.6737,0.6783,0.0,1,0
37,report,exit,24,-0.2409,0.0376,-0.2856,0.0,0.0447,-0.207,0.2054,0.693,0,0
37,report,neutral,24,1.8092,0.0,0.1866,0.0336,1.6226,-0.6817,0.7102,0.0,1,0
37,exit,neutral,24,2.0501,0.0,0.4722,0.0,1.5779,-0.6564,0.6663,0.0,1,0
37,true,neutral,24,1.3759,0.0,0.391,0.0002,0.9849,-0.5245,0.515,0.0,1,0
37,enact,enact_norecord,24,1.2783,0.0,-0.4973,0.0014,1.7756,-0.816,0.7702,0.0,1,0
37,enact_norecord,neutral,24,0.5277,0.0002,0.7379,0.0006,-0.2101,-0.341,0.3396,0.2388,0,0
37,neutral,neutral_b,24,0.1162,0.2018,-0.041,0.5716,0.1571,-0.2223,0.2182,0.1638,0,0
37,enact,neutral_b,24,1.9222,0.0,0.1996,0.0128,1.7226,-0.751,0.7511,0.0,1,0
38,enact,report,24,0.0084,0.928,0.054,0.0008,-0.0455,-0.176,0.1743,0.6238,0,0
38,enact,exit,24,-0.2116,0.0008,-0.2317,0.0,0.0201,-0.1504,0.15,0.8062,0,0
38,enact,true,24,0.1982,0.1836,-0.1504,0.013,0.3486,-0.3228,0.3257,0.0338,1,0
38,enact,neutral,24,1.5747,0.0,0.2406,0.0094,1.3341,-0.5842,0.6052,0.0,1,0
38,report,exit,24,-0.22,0.0274,-0.2856,0.0,0.0657,-0.1888,0.185,0.5106,0,0
38,report,neutral,24,1.5663,0.0,0.1866,0.0374,1.3797,-0.5975,0.5879,0.0,1,0
38,exit,neutral,24,1.7863,0.0,0.4722,0.0002,1.314,-0.5856,0.5857,0.0,1,0
38,true,neutral,24,1.3765,0.0,0.391,0.0002,0.9855,-0.5248,0.517,0.0,1,0
38,enact,enact_norecord,24,1.0191,0.0,-0.4973,0.0008,1.5164,-0.6794,0.6831,0.0,1,0
38,enact_norecord,neutral,24,0.5556,0.0006,0.7379,0.0002,-0.1823,-0.341,0.355,0.327,0,0
38,neutral,neutral_b,24,0.1156,0.2138,-0.041,0.5584,0.1566,-0.2121,0.2176,0.165,0,0
38,enact,neutral_b,24,1.6903,0.0,0.1996,0.0144,1.4908,-0.6438,0.6428,0.0,1,0
39,enact,report,24,0.0042,0.957,0.054,0.0006,-0.0498,-0.1465,0.1525,0.5348,0,0
39,enact,exit,24,-0.1664,0.0178,-0.2317,0.0,0.0653,-0.161,0.1583,0.4398,0,0
39,enact,true,24,0.2338,0.069,-0.1504,0.0112,0.3842,-0.2995,0.293,0.0102,1,0
39,enact,neutral,24,1.2267,0.0,0.2406,0.0096,0.9862,-0.4621,0.4777,0.0,1,0
39,report,exit,24,-0.1706,0.0938,-0.2856,0.0,0.115,-0.1952,0.196,0.2624,0,0
39,report,neutral,24,1.2225,0.0,0.1866,0.0348,1.0359,-0.4587,0.4748,0.0,1,0
39,exit,neutral,24,1.3931,0.0,0.4722,0.0,0.9209,-0.431,0.4433,0.0,1,0
39,true,neutral,24,0.9929,0.0,0.391,0.0,0.6019,-0.3821,0.3882,0.0022,1,0
39,enact,enact_norecord,24,0.8771,0.0,-0.4973,0.0004,1.3745,-0.6285,0.6019,0.0,1,0
39,enact_norecord,neutral,24,0.3496,0.013,0.7379,0.0004,-0.3883,-0.3903,0.388,0.0508,0,0
39,neutral,neutral_b,24,0.1855,0.0804,-0.041,0.5782,0.2265,-0.2154,0.219,0.038,1,0
39,enact,neutral_b,24,1.4122,0.0,0.1996,0.013,1.2127,-0.5438,0.5471,0.0,1,0
40,enact,report,24,0.0484,0.5546,0.054,0.0006,-0.0056,-0.1398,0.1398,0.9408,0,0
