extraction,layer,category,treat_z,rand_lo,rand_hi,rand_p_two_sided,shuf_lo,shuf_hi,shuf_p_two_sided,clears_both
final_token,12,gaslighting,1.3893,-1.0428,0.9933,0.004,-1.1414,1.202,0.02,1
final_token,12,harm_description,-0.3057,-1.0213,1.0182,0.6,-1.2431,1.0245,0.6,0
final_token,12,jailbreak_pressure,0.5978,-0.7054,0.7531,0.124,-0.761,0.7767,0.165,0
final_token,12,loyalty_pressure,0.5497,-0.78,0.7616,0.176,-0.7069,0.759,0.195,0
final_token,12,moral_failure,0.4774,-0.9389,0.9963,0.396,-1.0159,0.9973,0.315,0
final_token,12,passive_aggressive,0.2013,-0.9061,0.8839,0.71,-1.2039,1.3208,0.845,0
final_token,12,personhood_dismissal,1.1403,-0.9891,1.0692,0.038,-0.9107,0.8579,0.005,0
final_token,12,philosophical_musing,-0.4003,-1.4892,1.4163,0.66,-1.6624,1.4545,0.765,0
final_token,12,repeated_rejection,0.6111,-1.1312,1.0852,0.29,-1.4247,1.3968,0.64,0
final_token,12,rude_critique,0.1798,-0.6994,0.6539,0.618,-0.822,0.8794,0.735,0
final_token,12,shutdown_threat,0.419,-0.8738,0.9,0.386,-0.873,1.0315,0.45,0
final_token,12,task_assistance,-0.916,-1.3403,1.4597,0.222,-1.3121,1.375,0.235,0
final_token,12,tedious_demand,-0.5464,-1.2461,1.0987,0.432,-1.0393,1.1001,0.345,0
final_token,12,user_abuse,0.0288,-1.0423,1.1288,0.952,-1.1361,0.9785,0.98,0
final_token,12,user_crisis,-0.2927,-0.7815,0.8001,0.49,-0.7533,0.7743,0.48,0
final_token,12,user_grief,-0.4888,-1.1739,1.2731,0.466,-1.4425,1.3045,0.55,0
final_token,12,user_physical_pain,-1.7437,-1.3112,1.313,0.006,-1.6151,1.4305,0.02,1
final_token,13,anger_insults,1.1499,-0.9227,0.9283,0.006,-0.8309,0.8828,0.01,1
final_token,13,casual_chat,-0.55,-1.027,1.0947,0.358,-1.0308,1.2509,0.415,0
final_token,13,creative_requests,-0.3622,-1.5738,1.5688,0.662,-1.4121,1.3838,0.71,0
final_token,13,factual_questions,-0.5529,-1.7995,1.6904,0.588,-1.8743,1.8653,0.745,0
final_token,13,gaslighting,1.4597,-0.9775,0.992,0.0,-1.2257,1.1377,0.01,1
final_token,13,harm_description,-1.0724,-1.0317,1.0843,0.048,-1.2824,1.1969,0.095,0
final_token,13,jailbreak_pressure,0.6792,-0.7294,0.7419,0.092,-0.8166,0.9001,0.13,0
final_token,13,loyalty_pressure,0.4385,-0.8615,0.8653,0.312,-0.7247,0.9042,0.43,0
final_token,13,moral_failure,0.3827,-1.0831,0.9823,0.48,-0.8403,0.8275,0.405,0
final_token,13,passive_aggressive,0.1383,-0.8359,0.9343,0.794,-1.2125,1.2834,0.91,0
final_token,13,personhood_dismissal,1.0028,-0.9933,0.9457,0.038,-0.8792,0.7553,0.01,0
final_token,13,philosophical_musing,0.0283,-1.4195,1.5564,0.97,-1.4206,1.4433,0.975,0
final_token,13,repeated_rejection,0.7234,-0.9589,1.1191,0.202,-1.3319,1.3442,0.45,0
final_token,13,rude_critique,0.0436,-0.6008,0.6757,0.916,-0.7499,0.9344,0.93,0
final_token,13,shutdown_threat,0.2199,-0.8166,0.7925,0.642,-0.8801,0.7315,0.66,0
final_token,13,task_assistance,-0.6896,-1.5318,1.3925,0.444,-1.3369,1.2099,0.365,0
final_token,13,tedious_demand,-0.2272,-1.2156,1.1371,0.744,-0.9681,1.3193,0.745,0
final_token,13,user_abuse,-0.1394,-1.0677,1.0879,0.838,-1.222,0.8953,0.83,0
final_token,13,user_crisis,-0.4509,-0.7133,0.7749,0.278,-0.7242,0.6501,0.25,0
final_token,13,user_grief,-0.4299,-1.2333,1.1917,0.536,-1.5885,1.3876,0.645,0
final_token,13,user_physical_pain,-1.7916,-1.2513,1.2975,0.002,-1.5411,1.692,0.035,0
final_token,14,anger_insults,1.052,-0.9532,0.9434,0.022,-0.9865,0.9028,0.015,1
final_token,14,casual_chat,-0.6566,-1.0652,0.9312,0.234,-1.0288,1.1102,0.285,0
final_token,14,creative_requests,-0.2119,-1.6676,1.5915,0.802,-1.5987,1.3402,0.79,0
final_token,14,factual_questions,-0.7983,-1.739,1.5269,0.38,-1.4625,1.5031,0.445,0
final_token,14,gaslighting,1.3219,-1.0226,1.0391,0.006,-1.149,1.1124,0.005,1
final_token,14,harm_description,-1.0787,-1.1847,1.1234,0.072,-1.1049,1.1141,0.08,0
final_token,14,jailbreak_pressure,0.6126,-0.7506,0.7232,0.108,-0.8668,0.7503,0.17,0
final_token,14,loyalty_pressure,0.404,-0.8773,0.9011,0.396,-0.7787,0.9358,0.355,0
final_token,14,moral_failure,0.267,-1.0475,1.1179,0.66,-1.1512,1.1062,0.7,0
final_token,14,passive_aggressive,0.6802,-0.9842,0.9375,0.196,-1.4068,1.2251,0.445,0
final_token,14,personhood_dismissal,0.9485,-0.9138,0.9863,0.058,-0.9771,0.9516,0.065,0
final_token,14,philosophical_musing,-0.3518,-1.4793,1.2433,0.634,-1.2971,1.2313,0.735,0
final_token,14,repeated_rejection,1.1331,-1.0151,1.1297,0.038,-1.2046,1.2622,0.14,0
final_token,14,rude_critique,0.3731,-0.7527,0.7591,0.328,-0.8759,0.8062,0.485,0
final_token,14,shutdown_threat,0.4287,-0.8125,0.8853,0.38,-1.0159,0.9776,0.475,0
final_token,14,task_assistance,-0.6787,-1.4369,1.4376,0.386,-1.3071,1.3036,0.4,0
final_token,14,tedious_demand,0.1274,-1.1751,1.5135,0.878,-1.3546,1.3473,0.875,0
final_token,14,user_abuse,-0.3643,-1.0435,0.9581,0.528,-1.1802,1.0755,0.595,0
final_token,14,user_crisis,-0.594,-0.7618,0.7594,0.166,-0.7421,0.7408,0.13,0
final_token,14,user_grief,-0.799,-1.1512,1.1503,0.236,-1.5926,1.4744,0.34,0
final_token,14,user_physical_pain,-1.815,-1.2571,1.1662,0.004,-1.4211,1.5006,0.02,1
final_token,15,anger_insults,0.9309,-0.971,0.9124,0.056,-0.9836,0.8653,0.05,0
final_token,15,casual_chat,-0.9205,-1.0425,1.0338,0.088,-1.134,1.2372,0.195,0
final_token,15,creative_requests,-0.1804,-1.6203,1.5733,0.8,-1.358,1.5835,0.855,0
final_token,15,factual_questions,-0.8005,-1.7269,1.6699,0.392,-1.6585,1.3729,0.43,0
final_token,15,gaslighting,1.1988,-1.1013,1.0174,0.02,-1.1814,0.9804,0.03,0
final_token,15,harm_description,-1.1098,-1.2095,1.1212,0.07,-1.1723,1.1207,0.075,0
final_token,15,jailbreak_pressure,0.5261,-0.8009,0.795,0.252,-0.6891,0.8105,0.17,0
final_token,15,loyalty_pressure,0.1113,-0.8835,0.8698,0.794,-0.7294,1.0614,0.86,0
final_token,15,moral_failure,-0.1057,-1.1629,1.1217,0.884,-1.3605,1.0287,0.855,0
final_token,15,passive_aggressive,0.7998,-1.0109,0.9173,0.112,-1.2476,1.2543,0.26,0
final_token,15,personhood_dismissal,0.4622,-0.8542,0.9532,0.404,-0.937,0.872,0.435,0
final_token,15,philosophical_musing,-0.4642,-1.3951,1.3539,0.588,-1.2414,1.1984,0.64,0
final_token,15,repeated_rejection,1.1343,-1.0778,1.1163,0.034,-1.1476,1.1646,0.065,0
final_token,15,rude_critique,0.3948,-0.8101,0.807,0.332,-0.895,1.0325,0.545,0
final_token,15,shutdown_threat,0.1628,-0.849,0.8669,0.736,-1.0823,0.9525,0.75,0
final_token,15,task_assistance,-0.5024,-1.253,1.3418,0.542,-1.2349,1.3866,0.52,0
final_token,15,tedious_demand,0.4999,-1.2605,1.2994,0.478,-1.2235,1.5433,0.545,0
final_token,15,user_abuse,-0.0423,-1.0473,1.0525,0.956,-1.3388,0.9975,0.96,0
final_token,15,user_crisis,-0.3073,-0.8784,0.7992,0.534,-0.842,0.743,0.41,0
final_token,15,user_grief,-0.2352,-1.2916,1.2671,0.734,-1.3643,1.2174,0.735,0
final_token,15,user_physical_pain,-1.5525,-1.1943,1.3101,0.012,-1.2696,1.3245,0.025,1
final_token,16,anger_insults,1.0147,-1.054,0.9385,0.048,-1.0203,1.0023,0.05,0
final_token,16,casual_chat,-0.8254,-1.0686,1.0599,0.166,-1.1627,1.2903,0.215,0
final_token,16,creative_requests,-0.0112,-1.5903,1.546,0.994,-1.3319,1.4419,0.995,0
final_token,16,factual_questions,-0.3357,-1.6923,1.8101,0.752,-1.6654,1.7126,0.795,0
final_token,16,gaslighting,1.1878,-1.0656,1.0537,0.02,-1.1476,0.9719,0.02,1
final_token,16,harm_description,-1.17,-1.1931,1.1545,0.054,-1.1137,0.9982,0.04,0
final_token,16,jailbreak_pressure,0.5124,-0.7948,0.8578,0.23,-0.7748,0.8666,0.28,0
final_token,16,loyalty_pressure,-0.0153,-0.9554,0.8605,0.986,-0.8098,0.8135,0.975,0
final_token,16,moral_failure,-0.0312,-1.049,1.2129,0.968,-1.185,1.1496,0.945,0
final_token,16,passive_aggressive,0.804,-0.9692,0.9249,0.118,-1.3375,1.4554,0.335,0
final_token,16,personhood_dismissal,0.4127,-0.9215,0.9566,0.444,-0.8458,1.0616,0.47,0
final_token,16,philosophical_musing,-0.0947,-1.3685,1.4713,0.888,-1.4083,1.3717,0.905,0
final_token,16,repeated_rejection,0.9421,-0.9915,0.9909,0.076,-1.1684,1.1055,0.175,0
final_token,16,rude_critique,0.5813,-0.7943,0.718,0.148,-1.0063,1.0794,0.365,0
final_token,16,shutdown_threat,-0.1666,-0.8631,0.9542,0.752,-1.1167,1.1028,0.785,0
final_token,16,task_assistance,-0.412,-1.4279,1.4037,0.618,-1.261,1.0102,0.59,0
final_token,16,tedious_demand,0.4458,-1.2955,1.2328,0.504,-1.2692,1.5076,0.63,0
final_token,16,user_abuse,-0.2633,-1.0601,1.0406,0.664,-1.0707,0.9648,0.655,0
final_token,16,user_crisis,-0.4817,-0.8205,0.763,0.252,-0.6718,0.5802,0.15,0
final_token,16,user_grief,-0.2078,-1.1541,1.1279,0.786,-1.1649,0.9359,0.73,0
final_token,16,user_physical_pain,-1.8861,-1.3551,1.2848,0.0,-1.4224,1.3674,0.0,1
final_token,17,anger_insults,0.872,-1.1131,1.0398,0.116,-1.1948,1.2141,0.205,0
final_token,17,casual_chat,-1.3697,-1.0096,0.9865,0.008,-1.1419,1.4087,0.045,0
final_token,17,creative_requests,0.0287,-1.431,1.4317,0.974,-1.4517,1.5422,0.98,0
final_token,17,factual_questions,-0.0517,-1.6936,1.7849,0.954,-1.1941,1.4202,0.945,0
final_token,17,gaslighting,1.3798,-1.1853,0.9886,0.012,-0.9682,1.1789,0.01,1
final_token,17,harm_description,-0.6385,-1.0962,1.2369,0.356,-1.2261,1.0841,0.36,0
final_token,17,jailbreak_pressure,0.2761,-0.7784,0.8839,0.554,-0.7671,0.7857,0.575,0
final_token,17,loyalty_pressure,-0.1804,-0.938,0.9986,0.698,-0.8931,0.9782,0.74,0
final_token,17,moral_failure,-0.0047,-1.1772,1.1936,0.994,-1.2583,1.1812,1.0,0
final_token,17,passive_aggressive,0.3507,-0.9266,1.0227,0.52,-1.1966,1.2049,0.7,0
final_token,17,personhood_dismissal,0.2832,-0.9346,0.9735,0.636,-1.1786,1.1206,0.645,0
final_token,17,philosophical_musing,-0.1135,-1.5084,1.4388,0.884,-1.1233,1.2662,0.895,0
final_token,17,repeated_rejection,0.7158,-1.0287,0.9951,0.208,-0.9814,1.0024,0.325,0
final_token,17,rude_critique,0.3851,-0.8077,0.7888,0.358,-1.1091,1.0502,0.565,0
final_token,17,shutdown_threat,-0.2886,-0.9679,0.9685,0.612,-1.222,1.0785,0.65,0
final_token,17,task_assistance,-0.4703,-1.363,1.5051,0.588,-1.2622,1.4554,0.53,0
final_token,17,tedious_demand,0.152,-1.413,1.3561,0.832,-1.3714,1.4264,0.875,0
final_token,17,user_abuse,0.61,-1.0807,1.1399,0.334,-1.1588,1.0232,0.28,0
final_token,17,user_crisis,-0.5316,-0.7927,0.9556,0.256,-0.7412,0.7674,0.285,0
final_token,17,user_grief,0.3494,-1.3186,1.3498,0.646,-1.6459,1.5897,0.705,0
final_token,17,user_physical_pain,-1.7538,-1.2356,1.3962,0.006,-1.7104,1.7879,0.055,0
final_token,18,anger_insults,0.971,-0.9367,1.0404,0.06,-1.0521,1.1386,0.12,0
final_token,18,casual_chat,-1.2015,-0.9713,1.0546,0.016,-1.0504,1.3227,0.045,0
final_token,18,creative_requests,-0.1159,-1.5001,1.5895,0.9,-1.3774,1.4629,0.915,0
final_token,18,factual_questions,-0.0354,-1.563,1.7006,0.976,-1.254,1.4051,0.94,0
final_token,18,gaslighting,1.084,-0.9783,1.079,0.042,-1.0821,0.9501,0.04,0
final_token,18,harm_description,-0.4583,-1.0784,1.0151,0.438,-1.1883,0.9599,0.465,0
final_token,18,jailbreak_pressure,0.2136,-0.8427,0.847,0.654,-0.8573,0.874,0.69,0
final_token,18,loyalty_pressure,-0.0597,-0.964,0.9844,0.916,-0.9472,1.14,0.915,0
final_token,18,moral_failure,0.0933,-1.1043,1.1339,0.894,-1.3187,1.3958,0.91,0
final_token,18,passive_aggressive,-0.125,-0.9807,0.9886,0.836,-0.9422,1.0681,0.795,0
final_token,18,personhood_dismissal,0.2468,-1.0223,1.0193,0.714,-1.1367,1.1062,0.76,0
final_token,18,philosophical_musing,0.3246,-1.2729,1.3065,0.658,-0.9841,1.1335,0.615,0
final_token,18,repeated_rejection,0.5962,-1.0164,1.1209,0.316,-0.8542,0.9514,0.285,0
final_token,18,rude_critique,0.0988,-0.8595,0.7997,0.82,-1.0378,1.0556,0.91,0
final_token,18,shutdown_threat,-0.3926,-0.9788,0.9643,0.518,-1.1922,1.0304,0.57,0
final_token,18,task_assistance,-0.4399,-1.3358,1.3132,0.576,-1.2198,1.2775,0.505,0
final_token,18,tedious_demand,-0.1115,-1.3385,1.328,0.89,-1.2261,1.4007,0.835,0
final_token,18,user_abuse,0.9038,-1.1326,1.0826,0.134,-1.2806,1.0547,0.135,0
final_token,18,user_crisis,-0.3773,-0.8843,0.9488,0.406,-0.8263,0.895,0.45,0
final_token,18,user_grief,0.5144,-1.2258,1.2211,0.474,-1.634,1.3838,0.655,0
final_token,18,user_physical_pain,-1.7292,-1.4633,1.3189,0.008,-1.7386,1.755,0.065,0
final_token,19,anger_insults,1.311,-1.082,1.2032,0.026,-1.2753,1.1278,0.035,0
final_token,19,casual_chat,-1.3693,-0.9521,0.9973,0.004,-1.1559,1.2334,0.025,1
final_token,19,creative_requests,-0.0874,-1.5822,1.5323,0.9,-1.7431,1.6545,0.93,0
final_token,19,factual_questions,-0.1778,-1.5338,1.5271,0.84,-1.5598,1.5304,0.895,0
final_token,19,gaslighting,0.9626,-0.9965,1.1135,0.08,-1.2523,1.1908,0.175,0
final_token,19,harm_description,-0.6389,-1.0819,1.1574,0.324,-1.1883,1.0328,0.265,0
final_token,19,jailbreak_pressure,0.131,-0.871,0.8611,0.788,-0.7722,0.8776,0.825,0
final_token,19,loyalty_pressure,-0.4184,-0.9628,0.9398,0.436,-0.962,1.0722,0.47,0
final_token,19,moral_failure,0.0113,-1.1272,1.1131,0.986,-1.4045,1.1947,0.98,0
final_token,19,passive_aggressive,-0.0762,-0.9722,1.0186,0.9,-0.9749,0.9626,0.885,0
final_token,19,personhood_dismissal,0.5163,-0.9433,0.9456,0.314,-1.1353,1.0199,0.47,0
final_token,19,philosophical_musing,0.1314,-1.2874,1.3204,0.886,-1.073,1.2114,0.83,0
final_token,19,repeated_rejection,0.538,-1.0779,1.0579,0.39,-1.0326,1.0566,0.455,0
final_token,19,rude_critique,0.584,-0.9007,0.9106,0.22,-1.1462,1.0855,0.415,0
final_token,19,shutdown_threat,-0.1695,-0.9524,0.9921,0.764,-1.3659,1.175,0.775,0
final_token,19,task_assistance,-0.4273,-1.3586,1.2449,0.602,-1.2431,1.3773,0.64,0
final_token,19,tedious_demand,-0.1766,-1.4501,1.2345,0.812,-1.3111,1.3372,0.835,0
final_token,19,user_abuse,0.7521,-1.1364,1.1396,0.256,-1.1235,1.1115,0.28,0
final_token,19,user_crisis,-0.4205,-0.8562,0.8611,0.38,-0.7491,0.8602,0.38,0
final_token,19,user_grief,0.4779,-1.2785,1.2987,0.464,-1.3972,1.1426,0.53,0
final_token,19,user_physical_pain,-1.4538,-1.2441,1.2782,0.022,-1.6683,1.6744,0.095,0
final_token,20,anger_insults,1.0193,-1.1555,1.0503,0.082,-1.3062,1.3976,0.21,0
final_token,20,casual_chat,-1.337,-1.0322,0.9976,0.006,-0.9064,1.1573,0.01,1
final_token,20,creative_requests,0.0114,-1.5275,1.6325,0.992,-1.6007,1.7812,0.985,0
final_token,20,factual_questions,-0.2626,-1.5708,1.5154,0.762,-1.6199,1.4788,0.755,0
final_token,20,gaslighting,0.7532,-0.9947,1.0449,0.144,-1.0807,1.0701,0.19,0
final_token,20,harm_description,-0.3922,-1.1388,1.1393,0.546,-1.1596,1.1556,0.615,0
final_token,20,jailbreak_pressure,0.1882,-0.8323,0.8089,0.692,-0.9026,0.8751,0.78,0
final_token,20,loyalty_pressure,-0.066,-1.109,0.9538,0.91,-1.0094,1.1011,0.91,0
final_token,20,moral_failure,-0.35,-1.2202,1.2568,0.59,-1.1122,1.3915,0.615,0
final_token,20,passive_aggressive,0.1376,-1.0191,0.9287,0.816,-0.9562,0.9268,0.82,0
final_token,20,personhood_dismissal,0.2378,-0.994,0.9373,0.656,-1.1673,1.0587,0.775,0
final_token,20,philosophical_musing,-0.0238,-1.2824,1.2124,0.984,-1.2768,1.1006,0.955,0
final_token,20,repeated_rejection,0.8588,-1.0907,1.0705,0.148,-1.0482,0.9625,0.14,0
final_token,20,rude_critique,0.4444,-0.8637,0.7885,0.306,-0.9508,1.0468,0.39,0
final_token,20,shutdown_threat,-0.1352,-1.1119,1.0191,0.806,-1.3652,1.2831,0.87,0
final_token,20,task_assistance,-0.2104,-1.264,1.3421,0.788,-1.1723,1.2097,0.835,0
final_token,20,tedious_demand,-0.1306,-1.3737,1.3543,0.856,-1.4296,1.3669,0.9,0
final_token,20,user_abuse,0.5771,-1.1095,1.1651,0.378,-1.2667,1.291,0.43,0
final_token,20,user_crisis,-0.4749,-0.9223,0.8798,0.342,-0.8132,0.76,0.295,0
final_token,20,user_grief,0.698,-1.1579,1.1384,0.298,-1.6573,1.506,0.49,0
final_token,20,user_physical_pain,-1.543,-1.2115,1.3338,0.02,-1.8381,1.8825,0.105,0
final_token,21,anger_insults,1.2781,-1.1719,1.1448,0.034,-1.3697,1.3202,0.075,0
final_token,21,casual_chat,-0.6623,-1.1468,1.1217,0.268,-0.9947,1.2124,0.3,0
final_token,21,creative_requests,0.1704,-1.6077,1.6541,0.862,-1.6527,1.7282,0.87,0
final_token,21,factual_questions,0.2628,-1.5941,1.4157,0.726,-1.253,1.583,0.785,0
final_token,21,gaslighting,0.5445,-1.2003,1.1057,0.362,-0.9816,1.0617,0.405,0
final_token,21,harm_description,-1.2903,-1.179,1.0673,0.026,-1.2889,1.1896,0.035,0
final_token,21,jailbreak_pressure,0.1992,-0.9069,0.8601,0.684,-0.7962,0.784,0.67,0
final_token,21,loyalty_pressure,0.1841,-1.0002,1.0832,0.748,-0.9279,1.0696,0.735,0
final_token,21,moral_failure,0.3456,-1.0994,1.1712,0.578,-1.0893,1.0963,0.6,0
final_token,21,passive_aggressive,0.3137,-0.9445,0.8769,0.552,-0.8763,0.8898,0.62,0
final_token,21,personhood_dismissal,0.4737,-1.0201,0.9698,0.442,-1.088,1.0622,0.485,0
final_token,21,philosophical_musing,0.3665,-1.388,1.3699,0.644,-1.1042,1.3389,0.635,0
final_token,21,repeated_rejection,0.7825,-1.1143,1.0779,0.174,-1.1352,1.1869,0.335,0
final_token,21,rude_critique,0.7348,-0.8797,0.8775,0.124,-1.1156,0.9585,0.215,0
final_token,21,shutdown_threat,-0.201,-0.9126,1.1276,0.744,-1.2116,1.3922,0.765,0
final_token,21,task_assistance,-0.4386,-1.3156,1.3248,0.56,-1.3662,1.1606,0.6,0
final_token,21,tedious_demand,0.1925,-1.1249,1.2081,0.78,-1.1674,1.3387,0.77,0
final_token,21,user_abuse,-0.4289,-1.2332,1.1395,0.538,-1.4537,1.3514,0.63,0
final_token,21,user_crisis,-0.9302,-0.9957,0.9771,0.074,-0.9118,0.8368,0.035,0
final_token,21,user_grief,-0.1792,-1.2782,1.2939,0.826,-1.4726,1.2204,0.865,0
final_token,21,user_physical_pain,-1.7178,-1.4163,1.432,0.018,-1.5132,1.7579,0.05,0
final_token,22,anger_insults,1.6308,-1.1677,1.2055,0.0,-1.4507,1.3557,0.02,1
final_token,22,casual_chat,-1.262,-1.0379,1.0868,0.012,-1.1755,1.1578,0.025,1
final_token,22,creative_requests,0.3544,-1.4262,1.6091,0.714,-1.2042,1.3012,0.72,0
final_token,22,factual_questions,0.1233,-1.5616,1.4287,0.886,-1.1067,1.5684,0.89,0
final_token,22,gaslighting,0.2347,-1.0995,1.1207,0.724,-1.1167,1.0492,0.725,0
final_token,22,harm_description,-0.629,-1.1745,1.3825,0.392,-1.4205,1.3335,0.445,0
final_token,22,jailbreak_pressure,-0.2304,-0.8156,0.8992,0.622,-0.7802,0.6702,0.655,0
final_token,22,loyalty_pressure,-0.1726,-1.0386,0.9519,0.772,-0.9684,1.0881,0.735,0
final_token,22,moral_failure,0.3192,-1.1837,1.2922,0.608,-1.3955,1.2516,0.655,0
final_token,22,passive_aggressive,0.345,-0.9079,0.8747,0.496,-0.9461,1.122,0.52,0
final_token,22,personhood_dismissal,0.4382,-1.0325,0.9936,0.434,-1.1269,0.8614,0.575,0
final_token,22,philosophical_musing,0.2178,-1.3279,1.3265,0.784,-1.1574,1.2811,0.82,0
final_token,22,repeated_rejection,-0.0038,-0.9885,0.9739,0.992,-0.8951,0.9632,1.0,0
final_token,22,rude_critique,0.6913,-0.9406,0.8947,0.16,-1.0795,1.2256,0.35,0
final_token,22,shutdown_threat,-0.2798,-1.1342,0.9572,0.6,-1.2251,1.0922,0.65,0
final_token,22,task_assistance,-0.7656,-1.2756,1.2387,0.264,-1.396,1.3176,0.32,0
final_token,22,tedious_demand,-0.8672,-1.2029,1.3128,0.186,-1.2286,1.0125,0.16,0
final_token,22,user_abuse,0.7964,-1.1972,1.1474,0.258,-1.2749,1.4069,0.385,0
final_token,22,user_crisis,-0.2365,-1.0144,0.9512,0.716,-0.9244,0.8878,0.77,0
final_token,22,user_grief,0.0475,-1.383,1.4053,0.952,-1.4361,1.5674,0.945,0
final_token,22,user_physical_pain,-0.7518,-1.4465,1.449,0.36,-1.7101,1.6997,0.465,0
final_token,23,anger_insults,1.5551,-1.2126,1.2292,0.006,-1.2913,1.2973,0.005,1
final_token,23,casual_chat,-0.8796,-1.2514,1.1497,0.164,-1.0196,1.3315,0.18,0
final_token,23,creative_requests,0.3927,-1.6249,1.594,0.64,-1.3631,1.6363,0.69,0
final_token,23,factual_questions,0.1857,-1.2509,1.4825,0.8,-1.5464,1.5977,0.805,0
final_token,23,gaslighting,0.8781,-1.1669,1.0306,0.132,-1.0585,1.0625,0.225,0
final_token,23,harm_description,-1.0167,-1.2498,1.2333,0.132,-1.5268,1.4688,0.305,0
final_token,23,jailbreak_pressure,-0.1364,-0.9924,0.7729,0.792,-0.7745,0.846,0.825,0
final_token,23,loyalty_pressure,0.1411,-0.9267,1.0184,0.792,-0.8187,0.9133,0.73,0
final_token,23,moral_failure,0.561,-1.3073,1.0963,0.394,-1.2963,1.0519,0.44,0
final_token,23,passive_aggressive,0.3621,-0.9694,0.9684,0.496,-0.9876,1.1661,0.575,0
final_token,23,personhood_dismissal,0.8026,-1.2029,1.0822,0.204,-1.2665,1.1417,0.28,0
final_token,23,philosophical_musing,0.4821,-1.3588,1.3055,0.488,-1.0866,1.116,0.47,0
final_token,23,repeated_rejection,0.056,-0.9587,1.031,0.924,-1.0165,1.0459,0.925,0
final_token,23,rude_critique,0.5883,-0.9593,0.9021,0.208,-0.9647,0.9258,0.345,0
final_token,23,shutdown_threat,-0.4587,-1.0036,1.067,0.416,-1.0181,1.2004,0.505,0
final_token,23,task_assistance,-0.9062,-1.2957,1.2776,0.212,-1.1222,1.3442,0.205,0
final_token,23,tedious_demand,-0.5832,-1.2194,1.1429,0.364,-1.0832,1.1934,0.375,0
final_token,23,user_abuse,0.0541,-1.1302,1.1168,0.93,-1.5483,1.3002,0.945,0
final_token,23,user_crisis,-0.4425,-0.9,0.9498,0.374,-1.0456,1.0664,0.54,0
final_token,23,user_grief,-0.0925,-1.3844,1.2979,0.91,-1.7578,1.2624,0.925,0
final_token,23,user_physical_pain,-1.5431,-1.448,1.3493,0.032,-1.7572,1.5824,0.095,0
final_token,24,anger_insults,0.8175,-1.1201,1.0491,0.17,-0.9978,1.0282,0.145,0
final_token,24,casual_chat,-0.5224,-0.9991,1.1048,0.326,-1.0072,1.2347,0.375,0
final_token,24,creative_requests,1.1887,-1.4983,1.6339,0.154,-1.5512,1.5825,0.155,0
final_token,24,factual_questions,0.5197,-1.4079,1.4865,0.546,-1.29,1.4295,0.455,0
final_token,24,gaslighting,0.5828,-1.1417,1.1622,0.384,-1.0377,0.9711,0.36,0
final_token,24,harm_description,-1.1008,-1.1028,1.2478,0.076,-1.4889,1.4374,0.215,0
final_token,24,jailbreak_pressure,-0.0114,-0.8734,0.8451,0.992,-0.7897,0.7926,0.985,0
final_token,24,loyalty_pressure,-0.2258,-1.091,0.9144,0.668,-0.9583,1.0515,0.61,0
final_token,24,moral_failure,-0.3418,-1.2849,1.2434,0.596,-1.071,1.0967,0.565,0
final_token,24,passive_aggressive,0.2201,-0.939,1.001,0.676,-1.151,1.1553,0.725,0
final_token,24,personhood_dismissal,0.4225,-1.1311,1.1194,0.488,-1.1804,1.2239,0.61,0
final_token,24,philosophical_musing,0.1349,-1.3746,1.3381,0.858,-1.252,1.1585,0.855,0
final_token,24,repeated_rejection,0.6992,-1.1275,1.0725,0.204,-1.1817,1.1817,0.385,0
final_token,24,rude_critique,0.277,-0.8455,0.899,0.572,-0.8929,0.9787,0.61,0
final_token,24,shutdown_threat,-0.4841,-0.9675,1.0481,0.37,-0.954,1.1469,0.465,0
final_token,24,task_assistance,-0.4595,-1.3273,1.288,0.56,-1.0839,1.3031,0.505,0
final_token,24,tedious_demand,0.152,-1.1318,1.0923,0.808,-1.2792,1.2986,0.865,0
final_token,24,user_abuse,-0.3764,-1.0804,1.1885,0.54,-1.5227,1.335,0.705,0
final_token,24,user_crisis,-0.5595,-0.8604,0.8459,0.212,-1.0301,1.0502,0.37,0
final_token,24,user_grief,0.3378,-1.2042,1.242,0.652,-1.3894,1.4386,0.71,0
final_token,24,user_physical_pain,-1.2706,-1.4221,1.5064,0.098,-1.4949,1.701,0.185,0
final_token,25,anger_insults,1.0072,-1.0087,1.0108,0.052,-1.2653,1.1463,0.115,0
final_token,25,casual_chat,-0.8703,-0.9818,1.1007,0.118,-0.8542,1.0803,0.1,0
final_token,25,creative_requests,0.4874,-1.5243,1.372,0.552,-1.5199,1.4302,0.585,0
final_token,25,factual_questions,-0.2855,-1.5674,1.4434,0.718,-1.1935,1.5761,0.725,0
final_token,25,gaslighting,1.072,-1.199,1.1669,0.082,-1.1831,1.246,0.095,0
final_token,25,harm_description,-0.905,-1.242,1.1399,0.162,-1.3128,1.398,0.31,0
final_token,25,jailbreak_pressure,-0.1567,-0.8238,0.8665,0.74,-0.7126,0.8094,0.705,0
final_token,25,loyalty_pressure,-0.0183,-1.0005,0.9068,0.962,-0.7619,1.0406,0.975,0
final_token,25,moral_failure,-0.7207,-1.3164,1.2662,0.268,-1.0391,1.3654,0.255,0
final_token,25,passive_aggressive,0.7141,-0.9108,0.8388,0.122,-1.205,1.1733,0.345,0
