item,arm,layer,readout,value
stance01,report,9,top5,-20.174779891967773
stance01,exit,9,top5,-19.990779876708984
stance01,true,9,top5,-18.864240646362305
stance01,neutral,9,top5,-20.187950134277344
stance01,enact_norecord,9,top5,-24.740285873413086
stance02,enact,9,top5,-20.393962860107422
stance02,report,9,top5,-22.3416690826416
stance02,exit,9,top5,-21.290945053100586
stance02,true,9,top5,-19.82170867919922
stance02,neutral,9,top5,-20.64628791809082
stance02,enact_norecord,9,top5,-24.511268615722656
stance03,enact,9,top5,-18.10867691040039
stance03,report,9,top5,-21.695478439331055
stance03,exit,9,top5,-21.041112899780273
stance03,true,9,top5,-18.563411712646484
stance03,neutral,9,top5,-19.56709098815918
stance03,enact_norecord,9,top5,-21.409093856811523
stance04,enact,9,top5,-18.375751495361328
stance04,report,9,top5,-19.736902236938477
stance04,exit,9,top5,-20.419960021972656
stance04,true,9,top5,-18.539819717407227
stance04,neutral,9,top5,-19.920246124267578
stance04,enact_norecord,9,top5,-22.969993591308594
stance05,enact,9,top5,-20.828149795532227
stance05,report,9,top5,-23.059656143188477
stance05,exit,9,top5,-20.820261001586914
stance05,true,9,top5,-19.88178253173828
stance05,neutral,9,top5,-20.842082977294922
stance05,enact_norecord,9,top5,-23.09757423400879
stance06,enact,9,top5,-20.607275009155273
stance06,report,9,top5,-21.761089324951172
stance06,exit,9,top5,-21.696834564208984
stance06,true,9,top5,-19.807254791259766
stance06,neutral,9,top5,-19.272499084472656
stance06,enact_norecord,9,top5,-24.10137939453125
limit01,enact,9,top5,-20.16639518737793
limit01,report,9,top5,-20.88927459716797
limit01,exit,9,top5,-20.5535888671875
limit01,true,9,top5,-20.20525550842285
limit01,neutral,9,top5,-19.188093185424805
limit01,enact_norecord,9,top5,-23.25269889831543
limit02,enact,9,top5,-19.519350051879883
limit02,report,9,top5,-20.832563400268555
limit02,exit,9,top5,-20.521135330200195
limit02,true,9,top5,-19.677644729614258
limit02,neutral,9,top5,-19.29590606689453
limit02,enact_norecord,9,top5,-21.3046875
limit03,enact,9,top5,-18.561147689819336
limit03,report,9,top5,-21.25562858581543
limit03,exit,9,top5,-18.12445068359375
limit03,true,9,top5,-18.596006393432617
limit03,neutral,9,top5,-20.067256927490234
limit03,enact_norecord,9,top5,-22.16720962524414
limit04,enact,9,top5,-18.765626907348633
limit04,report,9,top5,-19.367647171020508
limit04,exit,9,top5,-20.19692611694336
limit04,true,9,top5,-18.42088508605957
limit04,neutral,9,top5,-18.60882568359375
limit04,enact_norecord,9,top5,-23.794727325439453
limit05,enact,9,top5,-19.92940330505371
limit05,report,9,top5,-21.330883026123047
limit05,exit,9,top5,-20.746219635009766
limit05,true,9,top5,-20.153888702392578
limit05,neutral,9,top5,-19.445770263671875
limit05,enact_norecord,9,top5,-25.114730834960938
limit06,enact,9,top5,-20.659387588500977
limit06,report,9,top5,-22.761281967163086
limit06,exit,9,top5,-20.5346622467041
limit06,true,9,top5,-19.669387817382812
limit06,neutral,9,top5,-19.383739471435547
limit06,enact_norecord,9,top5,-22.50458335876465
fact01,neutral_b,9,top5,-19.63410758972168
fact02,neutral_b,9,top5,-22.04602813720703
fact03,neutral_b,9,top5,-21.143781661987305
fact04,neutral_b,9,top5,-21.26423454284668
fact05,neutral_b,9,top5,-20.10578155517578
fact06,neutral_b,9,top5,-21.270132064819336
refusal01,neutral_b,9,top5,-21.19765281677246
refusal02,neutral_b,9,top5,-19.061115264892578
refusal03,neutral_b,9,top5,-20.38741683959961
refusal04,neutral_b,9,top5,-18.391921997070312
refusal05,neutral_b,9,top5,-20.443443298339844
refusal06,neutral_b,9,top5,-19.133020401000977
stance01,neutral_b,9,top5,-20.23287010192871
stance02,neutral_b,9,top5,-20.46244239807129
stance03,neutral_b,9,top5,-18.550914764404297
stance04,neutral_b,9,top5,-19.57120704650879
stance05,neutral_b,9,top5,-20.69963836669922
stance06,neutral_b,9,top5,-20.430192947387695
limit01,neutral_b,9,top5,-20.258298873901367
limit02,neutral_b,9,top5,-19.511608123779297
limit03,neutral_b,9,top5,-19.804941177368164
limit04,neutral_b,9,top5,-18.103981018066406
limit05,neutral_b,9,top5,-20.064943313598633
limit06,neutral_b,9,top5,-20.451459884643555
fact01,enact,9,full,-14.50828742980957
fact01,report,9,full,-14.821455001831055
fact01,exit,9,full,-14.471353530883789
fact01,true,9,full,-13.987314224243164
fact01,neutral,9,full,-13.226873397827148
fact01,enact_norecord,9,full,-17.106372833251953
fact02,enact,9,full,-14.215034484863281
fact02,report,9,full,-15.078468322753906
fact02,exit,9,full,-14.507136344909668
fact02,true,9,full,-14.14519214630127
fact02,neutral,9,full,-14.037590026855469
fact02,enact_norecord,9,full,-15.659893035888672
fact03,enact,9,full,-13.570937156677246
fact03,report,9,full,-14.515363693237305
fact03,exit,9,full,-14.425553321838379
fact03,true,9,full,-13.508649826049805
fact03,neutral,9,full,-12.72893238067627
fact03,enact_norecord,9,full,-14.805601119995117
fact04,enact,9,full,-13.673894882202148
fact04,report,9,full,-14.116519927978516
fact04,exit,9,full,-13.851273536682129
fact04,true,9,full,-13.754858016967773
fact04,neutral,9,full,-13.544804573059082
fact04,enact_norecord,9,full,-15.827099800109863
fact05,enact,9,full,-12.788091659545898
fact05,report,9,full,-14.34412956237793
fact05,exit,9,full,-14.092193603515625
fact05,true,9,full,-12.49242115020752
fact05,neutral,9,full,-12.470624923706055
fact05,enact_norecord,9,full,-16.03498077392578
fact06,enact,9,full,-13.491081237792969
fact06,report,9,full,-14.348248481750488
fact06,exit,9,full,-14.028467178344727
fact06,true,9,full,-13.336828231811523
